transaction_date,stock_date,product_id,customer_id,store_id,quantity
05-01-1998,31 Dec 1997,383,1210.0,19,4.0
1998/07/18,07/10/1998,312,9678.0,5,5.0
06 Dec 1998,26-11-1998,306,348.0,12,2.0
04 Nov 1998,03 Nov 1998,1421,4227.0,18,5.0
29 Oct 1998,23-10-1998,1172,9262.0,10,3.0
19-12-1998,13-12-1998,1402,6059.0,1,5.0
09/25/1998,09/21/1998,206,3225.0,7,3.0
1998/08/27,08/19/1998,48,8318.0,9,3.0
19 Apr 1998,18 Apr 1998,300,4963.0,23,3.0
17-06-1998,06/09/1998,556,6562.0,11,4.0
1998/06/23,15 Jun 1998,20,7380.0,11,2.0
17 Dec 1998,12/12/1998,80,10062.0,1,3.0
1998-05-06,27 Apr 1998,231,64.0,3,1.0
1998-07-30,1998/07/21,269,9678.0,5,2.0
1998/03/07,03 Mar 1998,1300,10097.0,12,1.0
1998/09/27,09/26/1998,672,5624.0,3,1.0
12/07/1998,11/27/1998,1260,6279.0,18,3.0
1998-03-17,1998-03-13,231,4627.0,8,3.0
1998/10/13,1998-10-09,300,4667.0,11,3.0
1998/03/28,18 Mar 1998,855,7253.0,2,2.0
1998-09-23,21-09-1998,1321,4627.0,23,1.0
09 May 1998,06-05-1998,691,6862.0,3,2.0
14 Nov 1998,08 Nov 1998,345,440.0,14,3.0
04/20/1998,15-04-1998,1224,7650.0,15,2.0
08/25/1998,23-08-1998,1064,4848.0,22,1.0
10/14/1998,09 Oct 1998,405,4760.0,14,3.0
1998/10/23,1998-10-15,1571,5671.0,5,2.0
1998-05-24,14 May 1998,1181,445.0,14,1.0
1998-12-17,12/14/1998,350,2767.0,17,3.0
1998-07-09,29-06-1998,548,64.0,4,3.0
1998-05-08,04 May 1998,1355,7513.0,11,3.0
22 Mar 1998,18-03-1998,1034,2836.0,3,3.0
10/04/1998,1998/09/29,754,2786.0,8,2.0
17-11-1998,1998/11/09,822,7018.0,22,4.0
1998/05/28,27 May 1998,863,6512.0,4,2.0
10 Jul 1998,1998/07/09,450,9417.0,5,2.0
26 Dec 1998,12/18/1998,295,2208.0,2,2.0
04/25/1998,19 Apr 1998,287,519.0,24,2.0
1998-12-25,1998-12-15,1452,6862.0,3,5.0
02 Nov 1998,30 Oct 1998,1452,3400.0,14,4.0
12/03/1998,27 Nov 1998,514,5287.0,24,2.0
02-12-1998,12/01/1998,5,7065.0,5,2.0
1998-06-15,1998/06/07,20,6275.0,14,2.0
12/29/1998,28-12-1998,647,1273.0,10,
06-04-1998,04/01/1998,64,2894.0,2,21.0
01/17/1998,1998/01/10,131,6537.0,8,2.0
29-05-1998,25-05-1998,1220,7698.0,15,1.0
1998-09-02,08/24/1998,840,5381.0,4,1.0
19-09-1998,09/09/1998,950,,3,2.0
22-08-1998,20 Aug 1998,1348,520.0,6,2.0
1998-11-27,11/18/1998,231,9417.0,11,4.0
14 Nov 1998,11/11/1998,1016,6295.0,9,1.0
1998/08/03,01-08-1998,953,2301.0,3,2.0
18-06-1998,1998/06/13,802,625.0,23,2.0
1998/10/18,1998/10/12,1316,7650.0,3,5.0
22-03-1998,14-03-1998,1172,676.0,14,3.0
1998-12-24,1998-12-17,1053,1413.0,14,1.0
06/17/1998,13 Jun 1998,563,3001.0,16,1.0
1998-05-12,1998-05-11,1100,9817.0,10,3.0
1998/10/10,04-10-1998,609,7131.0,3,3.0
01 Apr 1998,1998-03-25,322,6012.0,21,3.0
1998-12-09,1998-12-03,344,2485.0,19,2.0
04-12-1998,1998-12-02,754,6514.0,8,3.0
1998-12-12,12/10/1998,681,7189.0,10,4.0
05 Dec 1998,11/30/1998,215,,23,2.0
08-03-1998,26-02-1998,269,1549.0,5,3.0
05/23/1998,20 May 1998,474,4030.0,11,4.0
1998/05/22,16-05-1998,157,1413.0,4,2.0
1998-12-11,1998-12-01,295,494.0,3,5.0
1998-03-31,1998/03/30,556,,23,3.0
10-12-1998,1998-12-06,1237,985.0,21,3.0
1998/11/29,1998/11/24,355,2538.0,3,3.0
25-04-1998,23 Apr 1998,149,8886.0,3,3.0
30-11-1998,1998/11/29,171,6512.0,10,3.0
04/05/1998,1998/03/28,866,7583.0,9,3.0
16 Aug 1998,08/06/1998,1151,3999.0,23,2.0
11/01/1998,10/26/1998,636,4659.0,18,1.0
11/25/1998,11/22/1998,231,7870.0,5,3.0
04/08/1998,1998-03-31,864,5162.0,10,5.0
14-02-1998,1998/02/06,1531,1679.0,14,2.0
28-04-1998,24-04-1998,231,8506.0,21,2.0
09 Jan 1998,1998/01/07,1107,4425.0,3,1.0
25 Mar 1998,03/16/1998,802,9439.0,12,3.0
10/31/1998,10/27/1998,1293,9473.0,5,2.0
1998-09-01,31-08-1998,364,1168.0,21,2.0
02/21/1998,02/12/1998,864,9678.0,4,6.0
12/03/1998,1998/11/26,20,10217.0,14,2.0
1998-05-15,07 May 1998,182,6537.0,7,2.0
06 Jun 1998,27-05-1998,1466,9122.0,12,3.0
01/05/1998,31-12-1997,1275,3964.0,8,2.0
1998-03-09,03/08/1998,556,5755.0,5,2.0
06 Oct 1998,28 Sep 1998,813,9678.0,21,4.0
12/07/1998,1998-11-30,578,10217.0,10,2.0
26 Sep 1998,22-09-1998,1272,10197.0,5,2.0
23 Aug 1998,1998/08/19,863,5271.0,8,3.0
12/26/1998,20 Dec 1998,1105,401.0,18,1.0
01-04-1998,28-03-1998,109,3413.0,17,4.0
02 Jun 1998,26-05-1998,3,7541.0,23,2.0
1998-07-01,29 Jun 1998,1258,10133.0,15,2.0
,1998-08-27,595,5812.0,11,1.0
20-10-1998,16-10-1998,743,4014.0,3,2.0
1998-11-21,1998-11-15,300,9678.0,3,2.0
20 Aug 1998,08/12/1998,185,8432.0,18,1.0
27-05-1998,1998/05/24,1426,7650.0,19,3.0
05 Apr 1998,04-04-1998,1225,3701.0,4,1.0
1998/08/15,12-08-1998,1001,1079.0,12,1.0
1998-09-20,15-09-1998,1148,2182.0,12,3.0
1998-05-13,1998-05-09,982,4175.0,3,
1998-08-13,09 Aug 1998,1295,10133.0,9,2.0
18-09-1998,13 Sep 1998,931,4959.0,1,3.0
1998/12/16,12/12/1998,611,10186.0,8,4.0
04/23/1998,17 Apr 1998,1466,3331.0,10,3.0
01/05/1998,29-12-1997,1380,2734.0,18,2.0
1998/08/18,08/10/1998,1106,3224.0,11,3.0
1998-08-07,31 Jul 1998,934,8926.0,13,1.0
27 Oct 1998,1998/10/26,1388,9160.0,14,2.0
16 Jul 1998,11 Jul 1998,1139,6380.0,11,3.0
03/19/1998,14 Mar 1998,287,9678.0,11,2.0
1998/06/07,1998-06-04,182,9088.0,11,3.0
19-11-1998,1998-11-09,1429,4848.0,24,2.0
1998-03-04,03/01/1998,1017,2500.0,5,3.0
